id,datetime,visitor_id,revenue,tax,device_type,device_name
71,2019-08-06 00:00:00,26405162744862,606.9626503876449,0.19,3,Mobile Phone
72,2019-09-29 00:00:00,72306775690261,306.82559181411983,0.07,1,Desktop
73,2019-10-01 00:00:00,55748762270042,99.66408749824762,0.07,2,Tablet
74,2019-08-19 00:00:00,55129633864856,961.3012778346546,0.19,4,Unknown
75,2019-08-27 00:00:00,71555221033864,525.104487596254,0.19,3,Mobile Phone
76,2019-10-30 00:00:00,5371803120594,90.07026478668867,0.19,3,Mobile Phone
77,2019-10-08 00:00:00,89169928347381,533.9529839312765,0.07,4,Unknown
78,2019-09-09 00:00:00,98338420914387,432.5505196323902,0.07,2,Tablet
79,2019-10-22 00:00:00,62306243600469,177.2828953973299,0.07,2,Tablet
80,2019-10-26 00:00:00,20627283282981,56.766633071977715,0.07,4,Unknown
81,2019-08-07 00:00:00,52720509537266,724.1033461263117,0.07,3,Mobile Phone
82,2019-10-08 00:00:00,18631966576892,177.06227689482856,0.07,1,Desktop
83,2019-08-11 00:00:00,83816064792318,427.9683361014726,0.07,4,Unknown
84,2019-09-25 00:00:00,51299022059247,319.5756714137218,0.07,4,Unknown
85,2019-09-23 00:00:00,90406081566701,426.79198119844597,0.07,1,Desktop
86,2019-10-18 00:00:00,65998840166045,925.762262841625,0.07,2,Tablet
87,2019-10-04 00:00:00,64865075758500,323.80377745888944,0.19,3,Mobile Phone
88,2019-09-08 00:00:00,71971062719432,230.16753574597715,0.19,3,Mobile Phone
89,2019-09-16 00:00:00,47093250236633,193.28922925561676,0.07,4,Unknown
90,2019-09-12 00:00:00,80898667393819,742.5210860391591,0.07,3,Mobile Phone
91,2019-09-03 00:00:00,22505388009858,9.8298020316967,0.07,1,Desktop
92,2019-10-04 00:00:00,38716489905123,26.407977736286668,0.07,1,Desktop
93,2019-10-18 00:00:00,53802011890484,325.4807484353686,0.07,1,Desktop
94,2019-09-30 00:00:00,21908695782659,527.8048959652774,0.19,2,Tablet
95,2019-10-08 00:00:00,90056560307925,847.4811047493899,0.19,4,Unknown
96,2019-08-14 00:00:00,53508804122862,774.8024971201876,0.19,4,Unknown
97,2019-10-03 00:00:00,16049318864052,395.7041717868326,0.19,2,Tablet
98,2019-09-11 00:00:00,57304043501325,881.1127121700508,0.19,2,Tablet
99,2019-10-18 00:00:00,48585243503879,201.0222284915636,0.19,1,Desktop
100,2019-08-15 00:00:00,91535585891862,167.90394983444034,0.19,2,Tablet
101,2019-10-01 00:00:00,9281408126544,440.38610576273175,0.07,1,Desktop
102,2019-10-23 00:00:00,66936803455365,476.59094131165347,0.19,4,Unknown
103,2019-09-13 00:00:00,3620244770672,360.1141193045653,0.07,2,Tablet
104,2019-09-06 00:00:00,24415201533027,737.5580395074995,0.07,4,Unknown
105,2019-08-10 00:00:00,16017849869680,378.71758269877853,0.07,1,Desktop
106,2019-09-11 00:00:00,16788677621254,227.2856742072834,0.19,4,Unknown
107,2019-08-28 00:00:00,97387717610795,757.7666189788608,0.19,4,Unknown
108,2019-08-19 00:00:00,80913862475882,740.2010371177074,0.07,1,Desktop
109,2019-10-10 00:00:00,4018486171538,550.3668678663151,0.19,1,Desktop
110,2019-08-07 00:00:00,33554454888315,774.7506304189562,0.07,4,Unknown
111,2019-09-10 00:00:00,92135875173920,148.29306161889355,0.07,4,Unknown
112,2019-09-02 00:00:00,14434468476221,733.5918685604956,0.19,3,Mobile Phone
113,2019-08-06 00:00:00,73892145464552,906.5816605437799,0.19,3,Mobile Phone
114,2019-11-02 00:00:00,26065535427631,747.3738769732065,0.19,3,Mobile Phone
115,2019-10-03 00:00:00,20104247976544,67.30597345254496,0.07,2,Tablet
116,2019-09-30 00:00:00,11071240449757,83.90026448318643,0.19,1,Desktop
117,2019-10-26 00:00:00,34402063431352,211.87639140774027,0.07,3,Mobile Phone
118,2019-10-22 00:00:00,87979838607055,203.7201970478244,0.19,3,Mobile Phone
119,2019-08-30 00:00:00,24371325021137,952.4009263159148,0.19,1,Desktop
120,2019-09-09 00:00:00,94923739193007,547.4992028280725,0.19,3,Mobile Phone
121,2019-10-20 00:00:00,2144985475998,127.1177327235925,0.19,3,Mobile Phone
122,2019-10-15 00:00:00,32230429966306,44.35172802372867,0.19,4,Unknown
123,2019-08-26 00:00:00,70302616411659,995.1929887427931,0.19,1,Desktop
124,2019-08-19 00:00:00,33473130421512,77.67858094790392,0.07,1,Desktop
125,2019-08-24 00:00:00,30242889444581,434.70927409718996,0.19,3,Mobile Phone
126,2019-09-24 00:00:00,62547685303839,457.4985666250004,0.07,4,Unknown
127,2019-08-24 00:00:00,29739454337412,573.5295821895461,0.07,2,Tablet
128,2019-09-14 00:00:00,58342887421824,400.66559759531526,0.07,2,Tablet
129,2019-08-22 00:00:00,57711266526931,874.0682176334367,0.07,4,Unknown
130,2019-08-28 00:00:00,58711966291507,696.3694044106936,0.07,3,Mobile Phone
131,2019-09-17 00:00:00,98020091458039,220.85853951311896,0.19,4,Unknown
132,2019-08-15 00:00:00,2404178036246,698.0733867910802,0.19,3,Mobile Phone
133,2019-09-01 00:00:00,63200906034394,970.9482363034558,0.19,3,Mobile Phone
134,2019-09-26 00:00:00,76263612485018,951.6492138333947,0.19,2,Tablet
135,2019-09-11 00:00:00,79057738218250,30.467683667641854,0.07,2,Tablet
136,2019-10-15 00:00:00,74811486670216,427.48706043092113,0.19,4,Unknown
137,2019-10-25 00:00:00,39968721847105,230.82102471785092,0.07,4,Unknown
138,2019-08-13 00:00:00,57768575774419,1.1200218744393808,0.07,4,Unknown
139,2019-09-10 00:00:00,46626363688036,47.533756469508745,0.07,4,Unknown
140,2019-08-15 00:00:00,26379414989804,154.59792997616628,0.19,1,Desktop
141,2019-09-13 00:00:00,86373249798687,920.4733476761406,0.07,2,Tablet
142,2019-09-28 00:00:00,73041876226907,370.7810799538589,0.19,4,Unknown
143,2019-10-19 00:00:00,82937968309427,504.3291452499319,0.07,3,Mobile Phone
144,2019-10-20 00:00:00,31874138200182,628.659636979511,0.07,4,Unknown
145,2019-08-22 00:00:00,8746901373044,22.114241856086903,0.19,2,Tablet
146,2019-09-09 00:00:00,32766694536511,277.1474468435704,0.07,3,Mobile Phone
147,2019-08-11 00:00:00,53380026029283,282.8701838030323,0.19,3,Mobile Phone
148,2019-08-17 00:00:00,64694086206474,337.50549405051436,0.07,4,Unknown
149,2019-09-17 00:00:00,78033327432238,364.2738158552279,0.07,1,Desktop
150,2019-08-07 00:00:00,61596726268355,621.8127842921425,0.07,4,Unknown
151,2019-09-22 00:00:00,696471322797,251.89656591696595,0.07,2,Tablet
152,2019-10-18 00:00:00,17074544653216,818.1719982498464,0.07,1,Desktop
153,2019-10-26 00:00:00,46867499719996,845.7824629373506,0.19,1,Desktop
154,2019-10-27 00:00:00,72515262185313,603.1222577620421,0.19,2,Tablet
155,2019-08-06 00:00:00,29338400618673,219.0874313630933,0.19,1,Desktop
156,2019-11-01 00:00:00,58384091037630,831.6084872866,0.07,4,Unknown
157,2019-10-22 00:00:00,75044192427365,200.82844758259844,0.07,3,Mobile Phone
158,2019-10-19 00:00:00,82022647357682,883.3974025701536,0.07,4,Unknown
159,2019-08-11 00:00:00,72714931690865,874.2982203791586,0.19,1,Desktop
160,2019-10-24 00:00:00,99094913875672,328.5751311036331,0.19,1,Desktop
161,2019-10-11 00:00:00,48838228682393,661.3520660904561,0.19,3,Mobile Phone
162,2019-10-21 00:00:00,12832092260284,88.11955971393304,0.19,1,Desktop
163,2019-09-20 00:00:00,28393368948826,170.90166365750758,0.19,2,Tablet
164,2019-08-30 00:00:00,45281151514884,509.8858831826274,0.19,4,Unknown
165,2019-08-06 00:00:00,18806762222218,692.4546861172231,0.19,4,Unknown
166,2019-11-03 00:00:00,48133977535357,739.1754726968761,0.07,1,Desktop
167,2019-09-14 00:00:00,86291335955461,534.0241521607774,0.07,1,Desktop
168,2019-10-03 00:00:00,10441179245759,677.6451555657146,0.07,4,Unknown
169,2019-09-07 00:00:00,86202254902906,161.05321073078727,0.07,2,Tablet
170,2019-09-13 00:00:00,6397692115309,686.9730424748501,0.07,2,Tablet
171,2019-10-09 00:00:00,49451679619828,914.7820070562607,0.19,4,Unknown
172,2019-11-03 00:00:00,85329349401224,36.921665769597546,0.19,2,Tablet
173,2019-11-03 00:00:00,11478239028512,998.2633212117975,0.19,4,Unknown
174,2019-09-10 00:00:00,79540047544052,388.1812226323087,0.19,4,Unknown
175,2019-10-24 00:00:00,25249238738718,308.4458044647446,0.19,3,Mobile Phone
176,2019-09-28 00:00:00,92028604144104,115.35813456649623,0.19,1,Desktop
177,2019-10-08 00:00:00,38469549974220,207.94012094692792,0.07,2,Tablet
178,2019-09-20 00:00:00,31147233899056,33.086263079645015,0.19,2,Tablet
179,2019-10-13 00:00:00,72166646925123,390.71445711110596,0.19,1,Desktop
180,2019-10-29 00:00:00,20822310027153,377.7011979204569,0.07,4,Unknown
181,2019-08-29 00:00:00,17015371063415,804.4848941751395,0.07,4,Unknown
182,2019-09-28 00:00:00,84610345702327,197.86420714549146,0.07,3,Mobile Phone
183,2019-09-05 00:00:00,98414938682825,200.07097490708782,0.07,4,Unknown
184,2019-10-23 00:00:00,63166487186959,669.5705330209267,0.19,2,Tablet
185,2019-08-28 00:00:00,78621644312950,28.518443669685478,0.19,3,Mobile Phone
186,2019-10-25 00:00:00,2521639348317,843.2566936791641,0.07,4,Unknown
187,2019-10-02 00:00:00,37199673053588,570.7994216538713,0.19,1,Desktop
188,2019-08-26 00:00:00,77897436341417,625.0987066257139,0.07,1,Desktop
189,2019-08-24 00:00:00,82720402786607,244.5612651318767,0.07,3,Mobile Phone
190,2019-10-08 00:00:00,61217730502305,571.530868085583,0.07,1,Desktop
191,2019-10-13 00:00:00,15349552823277,934.62020293792,0.19,3,Mobile Phone
192,2019-10-29 00:00:00,83156790900938,350.95140340004696,0.07,2,Tablet
193,2019-10-16 00:00:00,81429640855024,614.5823831418946,0.19,3,Mobile Phone
194,2019-09-01 00:00:00,26726126683197,709.0786447808395,0.07,1,Desktop
195,2019-08-21 00:00:00,67272237547020,834.2659905291472,0.19,1,Desktop
196,2019-08-27 00:00:00,57272798494141,770.9188931683282,0.07,3,Mobile Phone
197,2019-09-07 00:00:00,37634138685633,336.539165650186,0.19,2,Tablet
198,2019-08-22 00:00:00,65668315736227,755.3660906009376,0.07,2,Tablet
199,2019-08-09 00:00:00,77625437166605,950.2198637804229,0.19,1,Desktop
200,2019-10-28 00:00:00,37532206428843,423.39177317248345,0.19,3,Mobile Phone
201,2019-09-15 00:00:00,17556095599792,547.9087201557835,0.07,4,Unknown
202,2019-09-14 00:00:00,32601703238920,843.7554314839421,0.19,4,Unknown
203,2019-08-12 00:00:00,8211386250130,394.10215803678403,0.07,3,Mobile Phone
204,2019-10-23 00:00:00,18382673212693,775.7514295822652,0.19,1,Desktop
205,2019-09-01 00:00:00,22399115224220,917.6137894330511,0.07,1,Desktop
206,2019-10-05 00:00:00,38712799665538,716.3407267987938,0.07,4,Unknown
207,2019-10-26 00:00:00,93507204971755,447.5677469366437,0.19,3,Mobile Phone
208,2019-10-21 00:00:00,7382127522277,717.5862322447764,0.07,1,Desktop
209,2019-09-20 00:00:00,10698522990654,215.81655225931573,0.07,4,Unknown
210,2019-08-11 00:00:00,68338791853544,562.6301024388637,0.07,4,Unknown
211,2019-08-08 00:00:00,90315681642134,462.52307154075334,0.19,1,Desktop
212,2019-09-20 00:00:00,55768570081962,520.378812182469,0.19,3,Mobile Phone
213,2019-09-28 00:00:00,2507880091335,158.27987303074454,0.07,4,Unknown
214,2019-09-19 00:00:00,35353957232995,712.918967436482,0.07,4,Unknown
215,2019-10-01 00:00:00,93685526993860,15.108157806666522,0.07,4,Unknown
216,2019-10-09 00:00:00,40278915353239,768.2180835917446,0.07,4,Unknown
217,2019-08-16 00:00:00,87409142901766,845.2931665184642,0.07,2,Tablet
218,2019-09-13 00:00:00,37532206428843,441.29365214802186,0.19,4,Unknown
219,2019-09-03 00:00:00,2086917030708,879.1581484491965,0.07,1,Desktop
220,2019-10-29 00:00:00,64847350491582,957.2442351014217,0.19,4,Unknown
221,2019-10-22 00:00:00,12112217177864,233.5372411903136,0.19,4,Unknown
222,2019-10-03 00:00:00,15879709360611,839.1826000560934,0.19,1,Desktop
223,2019-10-17 00:00:00,1988258251896,220.5427627769162,0.07,2,Tablet
224,2019-10-05 00:00:00,49586564372940,637.1224453465187,0.07,3,Mobile Phone
225,2019-09-08 00:00:00,50858910942896,7.518344555604406,0.19,3,Mobile Phone
226,2019-09-07 00:00:00,59210507405112,103.3467518301242,0.19,3,Mobile Phone
227,2019-08-29 00:00:00,84614719586455,204.3112124049078,0.07,1,Desktop
228,2019-10-06 00:00:00,19687282188823,973.4311640887736,0.19,2,Tablet
229,2019-10-23 00:00:00,53067635695797,582.0431196032392,0.19,2,Tablet
230,2019-09-12 00:00:00,19687282188823,470.3470494838613,0.19,3,Mobile Phone
231,2019-08-07 00:00:00,4058704125570,184.71815261742907,0.19,1,Desktop
232,2019-10-30 00:00:00,95197492184610,430.436489089549,0.07,4,Unknown
233,2019-09-22 00:00:00,76304454656332,236.56828569805134,0.19,3,Mobile Phone
234,2019-08-28 00:00:00,38255290592927,567.560571589132,0.07,2,Tablet
235,2019-10-11 00:00:00,10827646079247,983.6691086348948,0.07,1,Desktop
236,2019-09-22 00:00:00,90765096333427,522.6567476285796,0.07,4,Unknown
237,2019-10-05 00:00:00,13338811947619,923.8597752168644,0.07,1,Desktop
238,2019-08-17 00:00:00,31381868671164,680.5445447740944,0.07,4,Unknown
239,2019-10-03 00:00:00,36167575509560,487.28242001933273,0.07,3,Mobile Phone
240,2019-09-14 00:00:00,27567058713509,441.4511111114964,0.19,4,Unknown
241,2019-08-29 00:00:00,66936803455365,870.1812795713859,0.07,3,Mobile Phone
242,2019-10-15 00:00:00,98198722289603,681.8768275023997,0.19,3,Mobile Phone
243,2019-10-01 00:00:00,58289270550674,532.8749211374022,0.07,4,Unknown
244,2019-08-20 00:00:00,14497740870073,233.8630249272453,0.19,4,Unknown
245,2019-08-31 00:00:00,17712536102649,554.4317321553109,0.19,4,Unknown
246,2019-08-26 00:00:00,95237120994766,787.0544562859715,0.19,2,Tablet
247,2019-09-23 00:00:00,21443715510070,703.0152562976642,0.19,2,Tablet
248,2019-09-06 00:00:00,65457803850577,891.6426532360164,0.07,2,Tablet
249,2019-08-19 00:00:00,8119136818471,641.7462684270332,0.07,2,Tablet
250,2019-09-29 00:00:00,50853147901423,292.69222796167685,0.07,2,Tablet
251,2019-10-10 00:00:00,91931974797392,605.0853497675947,0.19,3,Mobile Phone
252,2019-10-02 00:00:00,83577995191748,549.9551188599022,0.19,3,Mobile Phone
253,2019-10-04 00:00:00,13211367900270,887.0438829101384,0.07,3,Mobile Phone
254,2019-08-21 00:00:00,40692451581985,427.37035730854456,0.19,1,Desktop
255,2019-10-22 00:00:00,27930497600262,426.7467469279518,0.19,2,Tablet
256,2019-09-20 00:00:00,99126830143165,302.69866788792467,0.19,3,Mobile Phone
257,2019-10-01 00:00:00,80065136783836,767.6256180036801,0.07,1,Desktop
258,2019-10-03 00:00:00,52376183538822,465.0219820456587,0.19,1,Desktop
259,2019-10-20 00:00:00,2666045211699,58.968174793014526,0.07,2,Tablet
260,2019-09-15 00:00:00,35601601087149,550.2175265295233,0.07,3,Mobile Phone
261,2019-10-08 00:00:00,25662618227295,352.0899856550207,0.19,3,Mobile Phone
262,2019-08-30 00:00:00,59506003137877,694.2853631852031,0.07,1,Desktop
263,2019-08-26 00:00:00,35174727331619,829.1924006256907,0.07,2,Tablet
264,2019-09-07 00:00:00,2339074478104,773.7386370936007,0.19,1,Desktop
265,2019-09-26 00:00:00,14262500170292,812.062058628955,0.19,4,Unknown
266,2019-08-29 00:00:00,60844228528810,831.0246421949646,0.19,4,Unknown
267,2019-09-03 00:00:00,55799729262919,128.03430193777876,0.07,3,Mobile Phone
268,2019-10-10 00:00:00,46735096856415,53.60913508054976,0.19,4,Unknown
269,2019-10-03 00:00:00,95078718581654,173.6045955270029,0.07,4,Unknown
270,2019-08-10 00:00:00,71609081202171,976.7887887822994,0.19,4,Unknown
271,2019-08-31 00:00:00,44944277658386,694.2923393856505,0.07,1,Desktop
272,2019-10-18 00:00:00,2404178036246,200.3972022548316,0.07,1,Desktop
273,2019-08-18 00:00:00,96667340588795,589.6532429722843,0.07,1,Desktop
274,2019-09-13 00:00:00,88367278839508,161.01455109411887,0.07,1,Desktop
275,2019-08-19 00:00:00,10674636295267,825.866555186765,0.07,3,Mobile Phone
276,2019-10-02 00:00:00,60723483660888,528.8177496704465,0.19,1,Desktop
277,2019-10-17 00:00:00,20036311839020,204.26126373229357,0.19,3,Mobile Phone
278,2019-11-01 00:00:00,54025513931879,455.57982062506994,0.19,1,Desktop
279,2019-09-17 00:00:00,56506946116975,584.5699212901529,0.19,2,Tablet
280,2019-11-02 00:00:00,97918556949769,139.49639975253615,0.07,1,Desktop
281,2019-08-16 00:00:00,46073391748758,692.5378306398507,0.07,2,Tablet
282,2019-10-21 00:00:00,13288310009225,569.5146054938855,0.07,2,Tablet
283,2019-09-22 00:00:00,11346661602529,50.53628270445609,0.19,1,Desktop
284,2019-09-01 00:00:00,8181768934502,71.1578235456758,0.19,2,Tablet
285,2019-10-21 00:00:00,73293765302634,629.3451592121863,0.19,3,Mobile Phone
286,2019-08-07 00:00:00,29456898890357,343.7144235614772,0.07,4,Unknown
287,2019-10-28 00:00:00,13254512462375,469.6590875998039,0.19,2,Tablet
288,2019-09-26 00:00:00,53037315548969,18.603703556951288,0.19,2,Tablet
289,2019-09-08 00:00:00,35868083522548,620.3180606399145,0.07,1,Desktop
290,2019-09-03 00:00:00,54686232484756,976.0934078014632,0.07,4,Unknown
291,2019-09-09 00:00:00,5229891965018,848.1206677688282,0.19,2,Tablet
292,2019-08-15 00:00:00,21581068597227,810.2285870710424,0.19,3,Mobile Phone
293,2019-08-28 00:00:00,84725499961911,654.0698783285246,0.07,3,Mobile Phone
294,2019-10-10 00:00:00,25793115747188,458.24021952267833,0.19,2,Tablet
295,2019-10-12 00:00:00,12770198341288,262.51998518173093,0.19,4,Unknown
296,2019-08-27 00:00:00,62460955269333,537.5684176266911,0.19,1,Desktop
297,2019-10-15 00:00:00,66493906025687,713.4751709941794,0.07,4,Unknown
298,2019-10-19 00:00:00,35254955759386,817.4129407779943,0.07,2,Tablet
299,2019-09-18 00:00:00,59238814497747,907.4684312090544,0.07,2,Tablet
300,2019-10-05 00:00:00,6650846820916,548.395916684952,0.19,4,Unknown
301,2019-08-21 00:00:00,45546484045065,526.9481026351759,0.07,1,Desktop
302,2019-09-21 00:00:00,81673733125078,176.7432879112194,0.07,2,Tablet
303,2019-08-07 00:00:00,811945222094,490.47540295674986,0.19,3,Mobile Phone
304,2019-08-26 00:00:00,62055983495027,520.1512449898537,0.07,2,Tablet
305,2019-08-31 00:00:00,66981520617716,241.6124906052246,0.19,3,Mobile Phone
306,2019-08-16 00:00:00,28393368948826,975.4292652540439,0.19,4,Unknown
307,2019-10-07 00:00:00,18959853076729,872.0166240199643,0.19,3,Mobile Phone
308,2019-10-06 00:00:00,98387289449951,440.74254890389,0.19,3,Mobile Phone
309,2019-08-26 00:00:00,76110568798871,530.3297710296301,0.19,3,Mobile Phone
310,2019-09-18 00:00:00,22879843507858,584.6276155282177,0.07,1,Desktop
311,2019-08-24 00:00:00,38059726764377,362.0225377739947,0.07,4,Unknown
312,2019-08-06 00:00:00,95544654123292,472.36123406825936,0.07,3,Mobile Phone
313,2019-08-16 00:00:00,96883769273574,259.7242289117666,0.07,2,Tablet
314,2019-09-25 00:00:00,62556923106807,620.4736480815897,0.19,4,Unknown
315,2019-09-11 00:00:00,97050951631857,802.120880704365,0.07,2,Tablet
316,2019-09-22 00:00:00,28791890098995,23.557190251778714,0.07,1,Desktop
317,2019-10-04 00:00:00,42470263856138,992.6858482897352,0.07,4,Unknown
318,2019-09-25 00:00:00,10491952450672,886.6302081398612,0.19,3,Mobile Phone
319,2019-08-19 00:00:00,92862483328878,396.04954369926037,0.07,2,Tablet
320,2019-08-17 00:00:00,89383413204380,917.4838604299733,0.19,2,Tablet
321,2019-08-26 00:00:00,65004257238368,394.88848714652624,0.19,2,Tablet
322,2019-10-17 00:00:00,75118531672639,438.2457694484369,0.19,1,Desktop
323,2019-10-18 00:00:00,42616538380651,440.9385697945586,0.19,3,Mobile Phone
324,2019-10-17 00:00:00,37252412149199,148.65763092010465,0.19,2,Tablet
325,2019-10-12 00:00:00,62146801940663,144.35474188206277,0.07,2,Tablet
326,2019-10-03 00:00:00,17758634549650,593.7532728571159,0.19,2,Tablet
327,2019-09-08 00:00:00,56513401642207,79.9563605254009,0.07,4,Unknown
328,2019-10-27 00:00:00,41359763290548,893.2979479244804,0.07,4,Unknown
329,2019-10-17 00:00:00,65438226566028,751.1544443072881,0.07,2,Tablet
330,2019-10-23 00:00:00,72048741030221,343.39343914124356,0.19,1,Desktop
331,2019-09-16 00:00:00,63379528476523,850.3623810132681,0.19,4,Unknown
332,2019-09-02 00:00:00,82495538111240,904.3162218549082,0.07,2,Tablet
333,2019-09-01 00:00:00,70208224506060,640.2077885336963,0.19,1,Desktop
334,2019-09-25 00:00:00,97484631123613,338.17028020755833,0.19,4,Unknown
335,2019-10-02 00:00:00,19781994955287,532.7309567310145,0.07,2,Tablet
336,2019-09-05 00:00:00,21426907304644,601.0656615575704,0.07,4,Unknown
337,2019-09-04 00:00:00,9506441220753,57.585609218959945,0.19,1,Desktop
338,2019-10-22 00:00:00,36233404283876,953.9918683932652,0.19,1,Desktop
339,2019-08-22 00:00:00,16644459031305,182.60679109101875,0.19,1,Desktop
340,2019-09-21 00:00:00,9717736031844,675.080207059554,0.07,4,Unknown
341,2019-10-16 00:00:00,48518617231976,626.2839236066297,0.19,1,Desktop
342,2019-10-19 00:00:00,27394093850491,549.5404065791895,0.19,1,Desktop
343,2019-08-20 00:00:00,71523398635143,444.71095182989353,0.19,4,Unknown
